Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
26,8,24,21,5,4,0,0,1,2,0,0,2,11,.190,.292,.333,.625,69,7,0,1,0,0,0
26,5,19,16,5,4,0,0,1,2,0,0,2,9,.250,.368,.438,.806,119,7,0,1,0,0,0
26,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0
27,115,204,178,23,37,5,1,9,26,1,2,22,61,.208,.304,.399,.703,82,71,2,3,0,1,1
28,9,14,13,3,3,0,2,0,0,0,0,0,6,.231,.286,.538,.824,112,7,0,1,0,0,0
31,5,8,4,3,1,0,0,0,2,0,0,2,3,.250,.500,.250,.750,120,1,0,1,0,1,0
28,26,67,61,4,14,2,0,0,4,2,0,5,19,.230,.284,.262,.546,53,16,1,0,0,1,0
28,3,6,5,0,1,0,0,0,0,0,0,1,2,.200,.333,.200,.533,57,1,0,0,0,0,0
28,23,61,56,4,13,2,0,0,4,2,0,4,17,.232,.279,.268,.547,53,15,1,0,0,1,0
31,7,7,6,2,1,1,0,0,0,0,0,1,3,.167,.286,.333,.619,73,2,0,0,0,0,0
26,3,4,3,0,1,0,0,0,1,0,0,1,0,.333,.500,.333,.833,141,1,0,0,0,0,0
22,7,17,17,1,2,0,0,0,0,0,0,0,4,.118,.118,.118,.235,-38,2,0,0,0,0,0
23,108,443,406,58,124,23,2,18,67,0,2,30,55,.305,.357,.505,.862,133,205,12,4,0,3,5
24,45,185,162,17,46,5,0,4,21,3,0,18,30,.284,.368,.389,.756,117,63,4,4,0,1,3
25,148,610,530,78,178,39,1,24,103,1,1,69,96,.336,.408,.549,.957,171,291,19,2,0,9,7
26,148,595,520,61,153,34,1,15,72,2,1,60,70,.294,.371,.450,.821,134,234,15,8,0,7,8
27,147,605,547,72,170,28,2,22,89,0,1,47,69,.311,.364,.490,.854,143,268,16,3,0,8,5
28,150,623,557,74,177,28,0,19,95,2,0,56,52,.318,.379,.470,.849,133,262,17,3,0,7,10
29,146,614,539,82,155,33,2,14,80,6,1,64,68,.288,.362,.434,.796,115,234,18,3,0,8,7
30,140,568,494,62,158,34,0,12,67,6,1,61,66,.320,.400,.462,.861,127,228,17,8,0,5,13
31,105,448,398,47,113,22,1,5,41,3,2,45,53,.284,.359,.382,.741,108,152,12,3,0,2,3
32,114,445,405,43,104,24,0,7,38,0,0,34,71,.257,.320,.368,.688,83,149,18,4,1,1,1
34,113,454,395,68,120,23,0,18,56,0,0,56,87,.304,.390,.499,.889,140,197,15,1,0,2,5
23,63,209,187,21,42,6,1,9,18,3,2,20,57,.225,.306,.412,.718,103,77,3,2,0,0,1
24,145,472,411,47,113,27,6,7,56,12,2,54,106,.275,.360,.421,.781,123,173,2,3,0,4,5
25,150,571,509,76,147,39,4,17,67,5,2,52,125,.289,.360,.481,.841,139,245,4,6,1,3,4
26,61,235,214,30,52,8,0,12,27,3,1,18,64,.243,.306,.449,.755,114,96,4,2,0,1,2
27,137,556,492,73,138,33,5,18,68,9,3,56,147,.280,.356,.478,.834,127,235,3,4,0,4,2
28,156,655,542,77,149,41,8,17,82,0,4,104,148,.275,.394,.474,.868,135,257,7,5,0,4,4
29,104,451,382,63,92,27,3,18,51,3,2,66,104,.241,.355,.469,.823,115,179,5,2,0,1,2
30,112,456,399,50,101,18,2,14,46,4,0,49,107,.253,.342,.414,.756,110,165,2,6,0,2,6
31,156,616,526,76,123,32,3,17,57,4,3,83,127,.234,.339,.403,.742,97,212,6,3,0,4,3
32,51,179,149,25,46,13,1,9,30,0,0,30,36,.309,.425,.591,1.015,177,88,5,0,0,0,1
33,97,381,325,65,89,14,2,29,59,3,2,48,103,.274,.378,.597,.975,160,194,9,7,0,1,3
24,93,316,285,29,84,11,3,2,28,7,0,21,58,.295,.342,.375,.717,94,107,5,2,3,5,1
25,102,395,361,33,90,13,1,3,34,3,1,23,57,.249,.305,.316,.621,72,114,11,7,2,2,3
26,111,340,310,26,78,11,1,3,28,1,2,19,61,.252,.300,.323,.623,75,100,5,3,7,1,0
27,55,94,90,6,17,3,1,0,7,0,0,1,18,.189,.215,.244,.459,28,22,4,2,1,0,0
28,9,23,22,5,5,2,0,1,2,0,0,1,3,.227,.261,.455,.715,86,10,0,0,0,0,0
31,81,228,215,27,71,13,1,4,23,0,1,10,49,.330,.360,.456,.815,116,98,4,1,0,2,0
32,54,203,190,22,62,15,1,3,29,0,0,10,39,.326,.365,.463,.828,127,88,2,2,0,1,0
33,101,344,307,35,86,17,0,7,31,2,0,25,58,.280,.344,.404,.748,103,124,8,7,1,4,2
24,66,220,196,22,40,5,2,3,21,1,3,23,31,.204,.288,.296,.584,67,58,4,0,1,0,1
25,143,476,435,44,108,26,3,4,45,1,4,33,95,.248,.304,.349,.653,86,152,4,3,2,3,6
26,149,550,499,52,124,24,3,9,43,1,2,42,96,.248,.311,.363,.674,93,181,10,5,1,3,6
27,153,564,491,54,121,20,10,10,69,5,3,59,129,.246,.324,.389,.713,104,191,4,2,2,10,10
28,143,561,507,65,130,33,4,21,84,6,4,39,119,.256,.321,.462,.782,113,234,18,11,0,4,9
29,155,623,553,67,152,28,11,12,84,7,0,57,115,.275,.342,.430,.772,108,238,13,4,0,9,10
30,144,570,518,58,131,34,1,14,77,3,5,42,113,.253,.305,.403,.709,85,209,18,1,0,9,3
31,151,594,531,63,135,28,2,14,54,4,5,50,122,.254,.325,.394,.719,100,209,12,8,0,5,13
32,147,560,500,58,114,24,2,11,59,3,2,53,117,.228,.304,.350,.654,74,175,10,3,0,4,5
33,54,193,172,26,44,12,0,8,28,1,2,15,47,.256,.326,.465,.792,115,80,3,4,0,2,2
34,138,549,483,79,144,30,3,24,90,11,3,56,105,.298,.373,.522,.895,141,252,8,5,0,5,6
22,122,508,448,67,122,31,2,27,85,7,0,46,122,.272,.343,.531,.874,127,238,8,6,0,8,4
23,157,671,584,100,164,44,0,33,113,9,0,72,140,.281,.364,.526,.889,133,307,27,8,0,7,11
24,151,661,574,96,169,46,5,22,104,15,5,72,124,.294,.372,.507,.879,143,291,15,5,0,10,12
25,133,574,483,78,118,26,1,31,99,3,2,80,93,.244,.355,.495,.850,138,239,11,6,0,5,6
26,74,312,273,39,79,14,0,17,55,2,3,33,61,.289,.369,.527,.896,148,144,14,3,0,3,6
27,160,693,614,91,165,39,3,32,88,1,0,70,162,.269,.343,.498,.842,133,306,16,3,0,6,10
28,162,700,624,83,158,26,1,22,91,5,0,57,133,.253,.320,.404,.724,107,252,15,9,1,9,11
29,160,670,604,74,163,35,1,21,73,3,1,51,132,.270,.328,.435,.764,112,263,11,6,0,9,8
30,160,685,633,81,173,41,4,36,98,0,3,42,144,.273,.318,.521,.840,127,330,13,3,0,7,6
31,156,677,613,71,160,36,2,20,86,6,1,46,109,.261,.313,.424,.737,99,260,18,6,0,12,3
32,125,512,480,51,117,25,4,16,54,3,1,22,101,.244,.281,.413,.694,91,198,11,5,0,5,3
33,129,508,453,59,115,19,2,20,69,3,1,43,112,.254,.325,.437,.762,101,198,14,7,0,5,1
34,53,209,193,26,49,10,1,7,28,0,1,11,39,.254,.297,.425,.722,96,82,10,2,0,3,0
35,81,291,253,45,66,17,0,13,46,1,1,35,68,.261,.351,.482,.833,124,122,9,1,0,2,4
25,11,8,8,0,2,0,0,0,0,0,0,0,3,.250,.250,.250,.500,41,2,1,0,0,0,0
26,84,285,253,39,65,16,2,10,37,5,1,26,44,.257,.333,.455,.788,112,115,5,4,0,2,2
29,68,190,174,29,48,13,3,6,28,1,1,13,42,.276,.332,.489,.820,115,85,5,2,0,1,1
29,12,19,19,1,3,0,0,0,2,0,0,0,7,.158,.158,.158,.316,-15,3,0,0,0,0,0
29,56,171,155,28,45,13,3,6,26,1,1,13,35,.290,.351,.529,.880,130,82,5,2,0,1,1
30,52,170,151,28,45,10,1,10,27,0,0,16,30,.298,.371,.576,.947,156,87,5,2,0,1,2
31,111,312,283,37,66,10,2,13,38,1,0,23,76,.233,.304,.420,.725,95,119,7,6,0,0,1
24,41,152,141,20,36,11,1,2,17,5,1,10,44,.255,.303,.390,.693,92,55,0,0,0,1,1
25,73,281,261,26,61,12,2,4,28,1,4,16,78,.234,.278,.341,.619,64,89,1,1,0,3,0
26,21,36,34,3,6,2,0,0,3,1,0,1,11,.176,.222,.235,.458,27,8,1,1,0,0,0
27,107,297,268,45,69,14,5,8,35,7,0,27,88,.257,.330,.437,.767,107,117,4,2,0,0,3
28,107,411,371,64,101,22,3,21,55,2,4,32,107,.272,.334,.518,.852,122,192,4,4,1,3,1
29,54,225,192,39,57,14,4,10,35,2,1,30,55,.297,.400,.568,.968,164,109,2,3,0,0,2
30,139,532,468,75,105,28,3,25,71,4,0,51,131,.224,.311,.457,.768,106,214,3,9,1,3,4
21,27,101,95,8,20,5,0,1,13,0,0,5,23,.211,.248,.295,.542,54,28,1,0,0,1,0
22,78,274,259,28,65,13,1,6,29,1,0,12,31,.251,.286,.378,.664,90,98,6,1,1,1,2
23,137,510,483,55,127,22,0,16,59,0,1,19,63,.263,.295,.408,.703,93,197,12,4,2,2,2
24,103,335,307,38,82,14,0,16,49,1,1,23,48,.267,.319,.469,.788,111,144,9,2,0,3,0
25,110,362,336,42,91,17,1,18,52,1,1,17,54,.271,.307,.488,.795,109,164,14,3,0,6,1
26,126,429,386,43,103,25,0,11,51,0,0,29,42,.267,.319,.417,.736,105,161,8,5,0,9,1
27,89,285,265,31,84,18,0,9,37,0,0,15,31,.317,.361,.487,.848,118,129,9,4,0,1,0
28,55,213,198,30,53,11,1,12,32,1,0,13,36,.268,.315,.515,.830,124,102,5,1,0,1,1
29,139,436,389,57,102,16,1,18,53,1,0,41,56,.262,.335,.447,.782,111,174,11,3,0,3,0
25,26,69,56,10,11,2,1,2,5,0,1,11,9,.196,.348,.375,.723,94,21,0,2,0,0,0
26,16,44,39,3,9,3,0,0,1,1,1,4,9,.231,.318,.308,.626,76,12,0,1,0,0,0
27,109,381,336,52,85,17,3,18,56,6,1,33,89,.253,.326,.482,.808,117,162,3,5,4,3,1
25,12,37,33,4,11,2,1,3,10,0,0,2,12,.333,.351,.727,1.079,181,24,1,0,0,2,1
26,73,293,251,36,62,11,0,14,30,0,0,33,91,.247,.348,.458,.806,122,115,4,7,0,2,1
27,52,117,102,13,24,8,0,3,8,0,0,8,32,.235,.310,.402,.712,98,41,2,4,1,2,0
28,106,297,268,30,63,12,0,12,39,1,0,21,69,.235,.300,.414,.714,96,111,7,5,0,3,0
29,43,89,83,8,17,2,0,3,9,0,1,4,25,.205,.236,.337,.573,51,28,5,0,0,2,0
33,40,100,87,11,24,6,0,5,18,1,0,13,23,.276,.370,.517,.887,142,45,1,0,0,0,0
34,117,312,262,41,71,13,2,16,43,2,0,46,87,.271,.385,.519,.904,143,136,8,3,0,1,2
24,34,127,117,15,33,3,1,3,16,0,0,8,29,.282,.339,.402,.740,95,47,3,2,0,0,0
25,74,225,199,21,50,6,1,1,23,7,0,20,69,.251,.333,.307,.640,81,61,5,5,0,1,2
26,68,192,168,20,40,9,3,5,21,1,0,22,59,.238,.333,.417,.750,99,70,1,2,0,0,1
27,31,104,85,18,24,2,1,5,7,8,1,16,22,.282,.408,.506,.914,151,43,2,2,1,0,0
28,129,306,274,39,66,12,1,12,32,15,2,28,84,.241,.320,.423,.744,101,116,7,4,0,0,2
25,93,360,319,22,80,16,1,1,31,2,1,36,40,.251,.328,.317,.644,84,101,8,1,3,1,2
26,33,75,67,4,18,6,0,1,11,2,0,5,7,.269,.324,.403,.727,100,27,1,1,0,1,0
27,74,169,148,17,40,12,1,2,11,0,1,18,27,.270,.357,.405,.763,103,60,2,2,0,0,1
28,73,151,125,18,36,8,0,5,22,0,0,20,18,.288,.389,.472,.861,122,59,3,2,0,2,1
29,123,192,169,23,45,8,0,1,19,0,1,17,27,.266,.340,.331,.672,81,56,5,2,0,0,1
30,80,321,292,49,86,8,0,16,44,0,0,20,28,.295,.346,.486,.832,118,142,8,3,0,0,0
31,55,228,196,31,55,14,2,5,25,1,0,27,12,.281,.370,.449,.819,126,88,6,2,1,2,0
31,28,117,99,15,27,8,0,4,14,1,0,15,7,.273,.371,.475,.845,130,47,3,1,1,1,0
31,27,111,97,16,28,6,2,1,11,0,0,12,5,.289,.369,.423,.792,122,41,3,1,0,1,0
32,76,242,220,26,55,11,1,7,27,0,0,18,26,.250,.308,.405,.713,92,89,4,1,0,1,1
25,30,84,72,10,12,3,0,0,3,0,0,8,23,.167,.268,.208,.477,40,15,2,2,2,0,0
26,38,113,101,13,24,6,0,10,18,0,0,8,34,.238,.304,.594,.898,143,60,2,2,1,1,0
27,84,256,226,23,42,10,0,8,25,0,0,25,82,.186,.273,.336,.609,68,76,2,2,3,0,1
28,9,13,9,2,3,0,0,1,3,0,0,3,3,.333,.462,.667,1.128,202,6,0,0,0,1,0
29,52,156,140,15,41,10,0,4,16,0,2,12,32,.293,.355,.450,.805,115,63,5,2,1,1,1
30,84,236,207,24,52,9,0,8,32,0,0,25,59,.251,.331,.411,.741,88,85,1,1,0,3,1
31,31,93,76,10,17,3,0,6,8,2,0,14,29,.224,.366,.500,.866,123,38,2,3,0,0,0
32,77,231,200,20,42,11,1,5,26,0,0,26,66,.210,.313,.350,.663,81,70,3,4,1,0,4
24,30,111,106,12,29,5,0,4,9,3,1,5,20,.274,.306,.434,.740,94,46,3,0,0,0,0
24,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
24,28,109,104,12,29,5,0,4,9,3,1,5,19,.279,.312,.442,.754,98,46,3,0,0,0,0
25,54,177,157,21,43,4,1,4,19,2,3,15,36,.274,.337,.389,.726,100,61,4,1,1,2,0
26,74,187,175,20,42,9,0,5,22,2,1,9,41,.240,.278,.377,.655,76,66,5,1,0,2,2
23,35,69,64,12,16,3,0,3,12,4,0,3,15,.250,.294,.438,.732,92,28,1,1,1,0,0
24,26,52,48,8,8,0,0,1,3,1,0,1,19,.167,.231,.229,.460,29,11,0,3,0,0,0
25,52,132,121,19,33,4,0,7,22,1,0,9,23,.273,.333,.479,.813,118,58,2,2,0,0,1
27,41,82,73,12,13,4,0,3,9,2,0,7,21,.178,.256,.356,.612,65,26,5,1,0,1,1
25,24,64,61,11,13,1,0,4,10,0,0,1,20,.213,.219,.426,.645,72,26,3,0,0,2,0
26,9,18,18,1,4,0,0,1,2,0,0,0,4,.222,.222,.389,.611,62,7,1,0,0,0,0
24,17,47,42,2,7,0,0,1,3,1,2,3,11,.167,.255,.238,.493,33,10,1,2,0,0,0
25,4,12,12,2,2,0,0,1,1,0,0,0,6,.167,.167,.417,.583,54,5,0,0,0,0,0
26,5,9,9,1,1,1,0,0,0,0,0,0,1,.111,.111,.222,.333,-12,2,1,0,0,0,0
23,33,111,103,15,24,5,2,0,7,0,0,3,41,.233,.288,.320,.609,68,33,1,5,0,0,0
24,2,6,6,1,2,0,0,0,1,0,0,0,2,.333,.333,.333,.667,83,2,0,0,0,0,0
24,11,39,35,5,9,1,0,3,9,0,0,4,10,.257,.333,.543,.876,119,19,0,0,0,0,1
25,21,49,44,8,12,2,0,5,13,1,0,4,19,.273,.347,.659,1.006,144,29,2,1,0,0,0
26,12,26,24,1,1,1,0,0,1,0,0,2,9,.042,.115,.083,.199,-50,2,0,0,0,0,1
27,37,96,93,5,21,7,1,2,11,0,1,3,44,.226,.250,.387,.637,58,36,2,0,0,0,1
28,75,281,260,32,71,12,1,18,40,2,0,19,87,.273,.324,.535,.858,128,139,0,1,0,1,0
30,97,325,277,35,56,8,0,11,34,0,0,40,99,.202,.304,.350,.655,84,97,8,2,0,3,0
24,69,201,184,20,43,8,1,7,24,0,2,9,49,.234,.294,.402,.696,84,74,8,7,0,1,0
25,20,61,55,9,17,4,0,2,10,0,0,5,15,.309,.377,.491,.868,140,27,1,1,0,0,0
25,23,94,86,10,26,5,1,2,13,0,0,6,22,.302,.362,.453,.815,128,39,2,2,0,0,0
26,152,650,571,85,166,32,1,18,73,0,0,46,106,.291,.368,.445,.813,128,254,13,27,0,6,1
22,23,87,70,8,15,4,1,0,6,1,0,16,22,.214,.356,.300,.656,77,21,1,0,0,1,0
23,49,138,117,17,25,6,3,3,12,2,0,13,37,.214,.319,.393,.712,90,46,2,5,2,0,0
24,93,396,345,43,78,21,4,7,46,5,3,43,83,.226,.313,.371,.684,86,128,4,2,3,3,0
25,53,232,204,33,52,7,2,2,24,6,3,23,39,.255,.336,.338,.674,91,69,4,3,0,2,0
26,160,687,619,89,169,37,0,9,54,3,6,58,114,.273,.338,.376,.715,102,233,10,5,1,4,1
23,53,201,182,22,47,13,0,3,13,3,1,13,36,.258,.312,.379,.691,98,69,4,2,2,2,0
24,155,651,594,62,154,35,1,20,86,13,5,46,110,.259,.316,.423,.738,108,251,9,5,2,4,1
25,160,695,615,79,160,32,2,22,69,9,3,68,122,.260,.338,.426,.764,118,262,8,7,0,5,1
26,159,654,590,71,158,27,4,25,96,7,5,52,118,.268,.334,.454,.788,127,268,12,8,1,3,3
27,161,686,623,85,166,37,0,26,74,6,6,54,98,.266,.328,.451,.779,117,281,17,5,0,4,6
28,158,676,597,89,166,36,3,30,99,3,1,69,108,.278,.359,.499,.859,133,298,18,8,0,2,10
29,154,650,578,72,144,33,1,27,88,2,1,58,110,.249,.323,.450,.773,109,260,6,8,0,6,6
30,155,630,583,62,129,36,1,22,78,2,2,38,138,.221,.273,.400,.673,86,233,10,5,0,4,3
31,106,443,393,55,94,19,1,23,63,2,2,44,86,.239,.321,.468,.789,111,184,12,4,0,2,0
32,60,248,203,35,49,12,0,9,40,5,0,32,33,.241,.355,.433,.788,121,88,4,7,0,6,3
33,159,670,603,73,128,29,1,35,101,3,1,59,161,.212,.285,.438,.723,100,264,7,4,0,4,2
24,12,41,40,3,6,2,0,0,1,0,0,0,14,.150,.171,.200,.371,1,8,0,1,0,0,0
25,7,29,26,3,4,1,1,0,0,2,1,2,11,.154,.241,.269,.511,44,7,0,1,0,0,0
26,78,265,214,27,45,7,0,9,36,10,2,46,71,.210,.352,.369,.721,104,79,3,2,1,2,1
21,93,377,337,41,61,13,1,14,43,6,4,36,106,.181,.265,.350,.615,72,118,5,3,0,1,0
25,34,123,109,9,25,2,1,5,17,0,0,12,27,.229,.309,.404,.713,83,44,3,1,0,1,2
26,96,410,369,58,104,25,2,16,47,5,4,31,93,.282,.352,.491,.843,127,181,9,9,1,0,0
27,157,683,596,90,170,38,4,26,93,8,2,70,148,.285,.366,.493,.859,139,294,8,10,0,7,4
28,63,283,246,46,54,13,1,15,32,4,0,30,81,.220,.314,.463,.778,108,114,3,5,0,2,1
30,157,691,620,110,157,23,2,39,100,1,0,54,169,.253,.318,.485,.804,122,301,12,9,0,8,2
21,56,139,123,7,20,3,1,0,7,0,0,12,30,.163,.243,.203,.446,22,25,4,1,3,0,3
23,7,16,14,2,3,1,0,0,0,0,0,2,6,.214,.313,.286,.598,63,4,1,0,0,0,0
24,7,13,11,0,3,1,0,0,0,0,0,1,2,.273,.333,.364,.697,95,4,0,0,1,0,0
24,18,65,59,5,15,4,0,1,6,0,0,6,13,.254,.323,.373,.696,96,22,1,0,0,0,0
25,108,378,346,39,84,16,2,15,47,0,0,28,99,.243,.299,.431,.730,102,149,8,1,0,3,1
26,113,282,247,31,51,14,2,9,28,11,9,25,93,.206,.302,.389,.691,87,96,6,9,1,0,0
27,38,159,137,26,35,9,0,8,17,12,5,14,43,.255,.358,.496,.855,138,68,4,8,0,0,0
28,126,377,332,42,60,11,2,12,43,21,5,40,111,.181,.276,.334,.610,71,111,6,4,0,1,0
23,51,178,156,23,25,7,0,8,18,2,3,17,75,.160,.256,.359,.615,71,56,1,3,2,0,0
24,47,148,139,6,25,12,0,2,13,0,0,7,52,.180,.223,.309,.532,48,43,3,1,0,1,0
23,18,75,71,10,19,5,0,6,13,0,0,3,29,.268,.293,.592,.885,131,42,0,0,0,1,0
24,58,242,206,37,54,3,0,11,28,5,1,34,71,.262,.364,.437,.801,124,90,5,0,0,2,0
25,36,147,130,15,32,4,0,5,11,2,0,16,37,.246,.333,.392,.726,104,51,1,1,0,0,0
27,35,115,107,12,22,4,0,6,18,0,1,7,32,.206,.261,.411,.672,85,44,2,1,0,0,0
28,41,122,106,11,17,4,0,4,12,0,0,15,39,.160,.262,.311,.574,61,33,0,0,0,1,0
23,42,168,152,21,40,12,1,5,15,3,3,16,40,.263,.333,.454,.787,112,69,1,0,0,0,0
24,34,128,117,10,20,5,0,3,9,4,0,11,37,.171,.242,.291,.533,49,34,1,0,0,0,0
25,34,121,111,13,22,4,1,4,17,1,0,9,39,.198,.258,.360,.619,72,40,3,0,1,0,0
24,54,202,182,19,32,7,0,8,26,1,2,18,84,.176,.252,.346,.599,66,63,3,1,0,1,0
25,30,104,97,8,14,3,0,2,9,0,0,6,31,.144,.202,.237,.439,23,23,1,1,0,0,0
25,11,4,4,2,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0
26,13,54,50,7,13,4,0,1,6,4,0,4,16,.260,.315,.400,.715,100,20,0,0,0,0,0
27,35,94,86,15,16,3,0,2,5,5,1,6,28,.186,.247,.291,.538,51,25,1,1,1,0,0
25,7,19,16,2,3,0,0,0,2,0,1,3,5,.188,.316,.188,.503,44,3,0,0,0,0,0
26,5,14,13,0,2,1,0,0,3,0,1,1,5,.154,.214,.231,.445,26,3,1,0,0,0,0
27,24,69,63,6,13,2,1,2,7,1,0,4,15,.206,.254,.365,.619,72,23,1,0,2,0,0
26,16,40,37,2,6,1,0,0,3,0,0,3,14,.162,.225,.189,.414,19,7,2,0,0,0,0
28,26,65,64,8,10,5,0,2,5,0,0,1,16,.156,.169,.328,.497,25,21,0,0,0,0,0
29,21,47,42,5,8,1,0,0,3,0,0,2,14,.190,.239,.214,.453,26,9,1,1,1,1,0
30,86,290,266,30,58,15,0,10,39,5,0,17,68,.218,.272,.387,.659,78,103,6,3,3,1,0
30,75,255,232,28,52,14,0,10,36,5,0,16,58,.224,.282,.414,.696,87,96,4,3,3,1,0
30,11,35,34,2,6,1,0,0,3,0,0,1,10,.176,.200,.206,.406,15,7,2,0,0,0,0
27,85,211,190,16,50,9,0,3,16,3,0,17,55,.263,.322,.358,.680,96,68,5,1,0,3,0
28,71,206,173,28,34,8,0,3,19,5,3,26,37,.197,.312,.295,.607,70,51,11,4,1,2,1
29,40,88,75,9,13,1,0,1,9,1,0,10,24,.173,.284,.227,.511,42,17,2,2,0,1,1
34,4,12,11,1,3,0,0,0,0,0,0,1,1,.273,.333,.273,.606,75,3,0,0,0,0,0
28,4,9,9,2,1,0,0,0,2,0,0,0,7,.111,.111,.111,.222,-37,1,0,0,0,0,0
25,27,60,56,3,6,0,0,0,4,0,0,3,21,.107,.153,.107,.260,-27,6,0,0,1,0,0
26,12,34,30,2,5,2,0,0,4,1,0,2,10,.167,.242,.233,.476,35,7,0,1,1,0,0
27,8,5,4,1,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,42,1,0,0,1,0,0
24,10,15,13,1,1,1,0,0,0,0,0,2,9,.077,.200,.154,.354,4,2,0,0,0,0,0
24,9,14,12,1,1,1,0,0,0,0,0,2,8,.083,.214,.167,.381,12,2,0,0,0,0,0
24,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
21,51,151,135,12,36,6,0,2,15,0,1,13,20,.267,.329,.356,.684,78,48,4,0,2,1,3
22,114,421,385,36,97,15,1,8,49,2,3,23,30,.252,.295,.358,.654,70,138,10,2,8,3,3
23,129,461,417,29,90,26,0,6,49,1,2,26,41,.216,.274,.321,.595,53,134,15,8,8,2,2
24,111,396,353,30,97,15,0,6,40,1,1,34,43,.275,.340,.368,.708,85,130,18,3,2,4,5
25,124,485,444,37,135,18,0,7,56,0,2,32,29,.304,.349,.392,.740,96,174,21,1,3,5,4
26,140,544,481,45,141,23,1,6,54,9,3,50,39,.293,.366,.383,.749,100,184,27,6,6,1,2
27,136,521,465,34,122,19,0,6,62,8,4,42,51,.262,.329,.342,.671,84,159,19,7,2,5,6
28,139,518,475,55,145,32,1,14,65,4,5,33,44,.305,.349,.465,.814,124,221,21,1,5,4,4
29,138,563,505,65,159,28,0,22,76,12,3,45,55,.315,.373,.501,.874,137,253,10,5,3,5,4
30,136,541,505,68,161,44,0,12,80,3,2,30,55,.319,.359,.477,.836,129,241,14,3,0,3,4
31,110,445,404,40,114,21,0,7,38,1,1,28,55,.282,.333,.386,.719,102,156,14,6,1,6,4
32,136,530,488,34,132,23,2,4,61,3,1,32,59,.270,.310,.350,.660,80,171,16,0,1,9,3
33,147,581,534,56,164,38,1,8,58,3,2,39,63,.307,.360,.427,.787,111,228,22,6,0,2,1
34,136,543,501,60,137,27,1,18,82,9,4,28,74,.273,.312,.439,.751,96,220,14,4,1,9,4
35,123,503,459,55,120,20,0,20,74,4,3,29,66,.261,.314,.436,.750,103,200,15,9,0,6,0
36,113,452,419,45,113,24,0,10,57,6,0,23,58,.270,.312,.399,.711,87,167,14,5,0,5,0
37,42,156,145,12,38,2,0,4,16,0,0,6,21,.262,.303,.359,.662,83,52,7,3,1,1,0
38,121,473,440,45,111,19,0,11,66,3,0,24,79,.252,.297,.370,.667,86,163,16,5,0,3,1
23,48,177,156,28,39,9,1,8,26,4,0,20,53,.250,.333,.474,.808,117,74,4,0,0,1,0
24,145,587,514,82,147,43,1,20,82,18,3,60,130,.286,.359,.490,.850,126,252,9,4,0,9,4
25,160,710,602,103,182,36,3,36,125,15,7,99,145,.302,.401,.551,.952,160,332,25,3,0,5,19
26,109,479,406,75,122,39,1,19,69,9,3,64,110,.300,.396,.542,.938,158,220,10,2,0,3,10
27,159,695,567,103,182,38,2,33,110,21,5,118,151,.321,.435,.570,1.005,168,323,16,2,0,7,29
28,158,705,579,106,172,33,3,24,95,32,5,110,150,.297,.411,.489,.899,133,283,14,7,0,8,15
29,155,665,558,117,166,34,3,36,120,18,5,94,147,.297,.404,.563,.966,142,314,14,8,0,4,15
30,158,690,593,95,172,35,5,33,83,7,4,90,173,.290,.389,.533,.922,142,316,7,6,0,0,11
31,161,682,597,97,155,25,1,34,97,3,1,78,166,.260,.346,.476,.821,115,284,11,2,0,3,2
32,58,231,191,31,58,13,0,6,21,1,0,37,43,.304,.417,.466,.883,145,89,4,1,0,1,0
33,158,679,603,102,177,36,2,31,99,12,0,67,136,.294,.365,.514,.879,143,310,13,4,0,5,2
24,92,349,326,59,99,17,7,11,36,15,1,16,61,.304,.350,.500,.850,122,163,3,7,0,0,0
25,55,227,204,29,51,7,1,5,26,2,4,16,48,.250,.317,.368,.685,90,75,5,5,0,2,0
26,159,691,641,91,168,41,3,11,56,30,5,38,95,.262,.308,.387,.695,93,248,4,6,2,4,1
23,108,443,417,55,119,26,1,25,65,1,0,21,124,.285,.325,.532,.857,121,222,8,4,0,1,1
24,115,490,436,68,105,25,1,19,68,1,1,36,123,.241,.313,.433,.746,102,189,6,12,0,5,2
25,159,664,583,97,136,31,1,30,78,9,5,62,149,.233,.318,.444,.762,99,259,15,13,0,6,1
26,45,174,152,17,38,6,0,3,25,1,0,17,50,.250,.322,.349,.671,87,53,4,1,0,4,0
27,113,402,356,44,70,10,1,19,45,4,1,35,103,.197,.284,.390,.674,86,139,6,9,0,2,0
22,133,514,486,49,130,29,4,10,52,2,0,23,72,.267,.301,.405,.706,81,197,16,1,2,2,1
23,111,467,432,58,124,34,2,18,61,2,1,25,58,.287,.328,.500,.828,115,216,13,4,1,5,1
24,157,665,616,97,177,43,4,42,130,2,5,34,110,.287,.323,.575,.898,124,354,17,4,0,11,13
